CustomerKey,First Name,Last Name,Full Name,Gender,Test,DateFirstPurchase,Customer City
16598,Kate,Rai,Kate Rai,Female,F,2021-05-23,Bury
16599,Ramón,Cai,Ramón Cai,Male,M,2022-06-18,London
16600,Janet,Suarez,Janet Suarez,Female,F,2022-05-16,Sèvres
16601,Tabitha,Rana,Tabitha Rana,Female,F,2022-05-12,Oxford
16602,Jill,Travers,Jill Travers,Female,F,2022-08-22,Runcorn
16603,Scott,Seely,Scott Seely,Female,F,2021-07-08,München
16604,Roy,Serrano,Roy Serrano,Male,M,2022-10-25,Sulzbach Taunus
16605,Toni,Randall,Toni Randall,Female,F,2022-03-11,Port Macquarie
16606,Ricky,Blanco,Ricky Blanco,Male,M,2022-08-07,Matraville
16607,Logan,Gonzales,Logan Gonzales,Male,M,2020-01-05,Brisbane
16608,Ricky,Martin,Ricky Martin,Male,M,2022-02-08,Brisbane
16609,Gary,Jimenez,Gary Jimenez,Male,M,2022-01-30,Hobart
16610,Sydney,Clark,Sydney Clark,Female,F,2022-03-12,Coffs Harbour
16611,Dylan,Rodriguez,Dylan Rodriguez,Male,M,2022-02-17,Port Macquarie
16612,Ebony,Ashe,Ebony Ashe,Female,F,2020-01-14,Matraville
16613,Cassie,Sutton,Cassie Sutton,Female,F,2022-03-21,Caloundra
16614,Alison,Shen,Alison Shen,Female,F,2022-08-26,Springwood
16615,Kaitlin,Patel,Kaitlin Patel,Female,F,2022-04-08,Perth
16616,Kelvin,Liang,Kelvin Liang,Male,M,2020-01-10,Perth
16617,Alvin,Xie,Alvin Xie,Male,M,2022-02-03,Warrnambool
16618,Cassandra,Subram,Cassandra Subram,Female,F,2022-08-21,Findon
16619,Whitney,Perez,Whitney Perez,Female,F,2022-03-09,North Ryde
16620,Cameron,Thompson,Cameron Thompson,Male,M,2020-01-18,Sydney
16621,Birgit,Seidel,Birgit Seidel,Female,F,2022-08-31,Bendigo
16622,Byron,Navarro,Byron Navarro,Male,M,2022-08-13,Newcastle
16623,Andres,Lal,Andres Lal,Male,M,2020-01-19,Port Macquarie
16624,Albert,Alvarez,Albert Alvarez,Male,M,2019-12-30,Perth
16625,Grant,Deng,Grant Deng,Male,M,2022-04-21,Hervey Bay
16626,Nathaniel,Morgan,Nathaniel Morgan,Male,M,2022-02-28,Townsville
16627,Claudia,Chen,Claudia Chen,Female,F,2022-02-15,Findon
16628,Francisco,Prasad,Francisco Prasad,Male,M,2022-09-10,Lane Cove
16629,Rosa,Zheng,Rosa Zheng,Female,F,2020-01-06,Matraville
16630,Jaime,Sutton,Jaime Sutton,Male,M,2020-01-28,Sunbury
16631,Haley,Ward,Haley Ward,Female,F,2020-01-09,Rockhampton
16632,Ruben,Romero,Ruben Romero,Male,M,2022-07-25,Darlinghurst
16633,Kelli,Becker,Kelli Becker,Female,F,2022-07-20,Seaford
16634,Jenny,Hu,Jenny Hu,Female,F,2022-09-02,Bendigo
16635,Erick,Suri,Erick Suri,Male,M,2022-04-18,Coffs Harbour
16636,Danny,Gomez,Danny Gomez,Male,M,2020-01-20,South Melbourne
16637,Evan,King,Evan King,Male,M,2020-02-25,Port Macquarie
16638,Dennis,Ye,Dennis Ye,Male,M,2020-02-12,Springwood
16639,Renee,Romero,Renee Romero,Female,F,2020-02-04,Melton
16640,Colin,Lal,Colin Lal,Male,M,2022-04-18,Darlinghurst
16641,Julia,Bailey,Julia Bailey,Female,F,2022-10-26,La Jolla
16642,Mason,Mitchell,Mason Mitchell,Male,M,2022-11-26,Yakima
16643,Fernando,Wilson,Fernando Wilson,Male,M,2022-04-06,Port Hammond
16644,Leonard,Goel,Leonard Goel,Male,M,2022-07-27,Burbank
16645,Chelsea,Subram,Chelsea Subram,Female,F,2022-10-10,Chula Vista
16646,Xavier,Collins,Xavier Collins,Male,M,2022-11-02,Oak Bay
16647,Anna,Alexander,Anna Alexander,Female,F,2022-09-18,Daly City
16648,Rachel,Coleman,Rachel Coleman,Female,F,2022-12-10,Glendale
16649,Makayla,Stewart,Makayla Stewart,Female,F,2022-10-02,Metchosin
16650,Kaitlyn,Green,Kaitlyn Green,Female,F,2022-11-06,Oregon City
16651,Abigail,Martinez,Abigail Martinez,Female,F,2022-11-23,Issaquah
16652,Nicole,Richardson,Nicole Richardson,Female,F,2022-07-24,La Jolla
16653,Isabella,Phillips,Isabella Phillips,Female,F,2022-10-09,Issaquah
16654,Heather,Zhang,Heather Zhang,Female,F,2022-03-01,Cliffside
16655,Destiny,Taylor,Destiny Taylor,Female,F,2022-09-13,Lakewood
16656,Ronnie,Zhang,Ronnie Zhang,Male,M,2020-02-28,Rhodes
16657,Alvin,She,Alvin She,Male,M,2020-02-08,Lavender Bay
16658,Ashlee,Raje,Ashlee Raje,Female,F,2020-02-06,Wollongong
16659,Emily,Jones,Emily Jones,Female,F,2020-02-02,Goulburn
16660,Lee,Blanco,Lee Blanco,Male,M,2020-02-12,Goulburn
16661,Shane,Raman,Shane Raman,Male,M,2020-01-30,Malabar
16662,Stacey,Gao,Stacey Gao,Female,F,2020-01-31,Sydney
16663,Rosa,Lu,Rosa Lu,Female,F,2020-02-19,Geelong
16664,Sophia,Nelson,Sophia Nelson,Female,F,2020-02-10,Melton
16665,Linda,Suarez,Linda Suarez,Female,F,2022-09-19,Milsons Point
16666,Taylor,Torres,Taylor Torres,Female,F,2022-02-07,Newton
16667,Allison,Sanchez,Allison Sanchez,Female,F,2022-06-19,Vancouver
16668,Levi,Malhotra,Levi Malhotra,Male,M,2022-04-21,Chicago
16669,Benjamin,Martinez,Benjamin Martinez,Male,M,2022-11-02,Kirkland
16670,Sarah,White,Sarah White,Female,F,2022-05-23,Spokane
16671,Megan,Wood,Megan Wood,Female,F,2022-12-13,W. Linn
16672,Nicole,Martinez,Nicole Martinez,Female,F,2022-06-18,Walla Walla
16673,Curtis,Guo,Curtis Guo,Male,M,2022-06-29,Beverly Hills
16674,Ricardo,Yuan,Ricardo Yuan,Male,M,2022-04-26,Cranbourne
16675,Kristi,Arthur,Kristi Arthur,Female,F,2020-02-03,Matraville
16676,Amanda,Perry,Amanda Perry,Female,F,2022-09-19,Grossmont
16677,Jack,Hughes,Jack Hughes,Male,M,2022-07-31,Los Angeles
16678,Ian,Ramirez,Ian Ramirez,Male,M,2022-03-07,Langley
16679,Amber,Carter,Amber Carter,Female,F,2022-02-11,Melbourne
16680,Carlos,Edwards,Carlos Edwards,Male,M,2022-08-09,Coffs Harbour
16681,Louis,Chande,Louis Chande,Male,M,2022-06-29,Bendigo
16682,Kristy,Ramos,Kristy Ramos,Female,F,2022-06-18,Milsons Point
16683,Christy,Rai,Christy Rai,Female,F,2022-05-29,Rockhampton
16684,Joel,Perez,Joel Perez,Male,M,2020-02-08,Warrnambool
16685,Robin,Dominguez,Robin Dominguez,Female,F,2020-02-07,Port Macquarie
16686,Kristine,Alonso,Kristine Alonso,Female,F,2020-02-02,Malabar
16687,Lawrence,Romero,Lawrence Romero,Male,M,2020-02-03,Malabar
16688,Tabitha,Gomez,Tabitha Gomez,Female,F,2020-02-26,Findon
16689,Rafael,Shen,Rafael Shen,Male,M,2022-08-18,Coffs Harbour
16690,Aimee,Wu,Aimee Wu,Female,F,2022-09-12,North Ryde
16691,Paula,Romero,Paula Romero,Female,F,2020-02-28,Perth
16692,Jay,Diaz,Jay Diaz,Male,M,2022-04-10,Coffs Harbour
16693,Ethan,Coleman,Ethan Coleman,Male,M,2020-02-21,Caloundra
16694,Mandy,Sun,Mandy Sun,Female,F,2022-02-21,St. Leonards
16695,Dwayne,Serrano,Dwayne Serrano,Male,M,2022-09-03,Wollongong
16696,Claudia,Zeng,Claudia Zeng,Female,F,2020-02-04,Gold Coast
16697,Wyatt,Henderson,Wyatt Henderson,Male,M,2022-02-25,Townsville
16698,Mallory,Gill,Mallory Gill,Female,F,2022-05-17,East Brisbane
16699,Dominic,Kapoor,Dominic Kapoor,Male,M,2022-05-09,Geelong
16700,Billy,Gill,Billy Gill,Male,M,2022-06-18,Hobart
16701,Laura,Zheng,Laura Zheng,Female,F,2020-02-18,North Ryde
16702,Patricia,Raman,Patricia Raman,Female,F,2020-02-21,Cranbourne
16703,Denise,Sanchez,Denise Sanchez,Female,F,2020-02-09,Hobart
16704,Karla,Chavez,Karla Chavez,Female,F,2022-06-25,Lane Cove
16705,Jacqueline,Wood,Jacqueline Wood,Female,F,2022-08-10,Coffs Harbour
16706,Jenny,Shan,Jenny Shan,Female,F,2022-09-22,Darlinghurst
16707,Derrick,Serrano,Derrick Serrano,Male,M,2020-02-21,Hervey Bay
16708,Kellie,Sanz,Kellie Sanz,Female,F,2020-02-19,Lavender Bay
16709,Roy,Alvarez,Roy Alvarez,Male,M,2022-07-21,Hawthorne
16710,Carla,Arthur,Carla Arthur,Female,F,2022-07-03,Milsons Point
16711,Jorge,Zhao,Jorge Zhao,Male,M,2022-03-07,North Sydney
16712,Suzanne,Lu,Suzanne Lu,Female,F,2020-02-03,Coffs Harbour
16713,Tony,Nara,Tony Nara,Male,M,2020-02-23,East Brisbane
16714,Dalton,Nicholls,Dalton Nicholls,Male,M,2022-08-04,National City
16715,Katelyn,Ramirez,Katelyn Ramirez,Female,F,2022-08-24,Mill Valley
16716,Jose,Henderson,Jose Henderson,Male,M,2022-04-08,Puyallup
16717,Masaki,Umeda,Masaki Umeda,Female,F,2022-04-11,Langford
16718,Gavin,Stone,Gavin Stone,Male,M,2022-11-18,Downey
16719,Trevor,Russell,Trevor Russell,Male,M,2022-10-19,Burlingame
16720,Morgan,Perry,Morgan Perry,Female,F,2022-07-01,Burbank
16721,Xavier,Sanders,Xavier Sanders,Male,M,2022-04-08,Langley
16722,Sean,Gray,Sean Gray,Male,M,2022-11-28,Puyallup
16723,Barbara,Zhao,Barbara Zhao,Female,F,2023-01-21,Burlingame
16724,Gabriel,Yang,Gabriel Yang,Male,M,2022-11-02,Newport Beach
16725,Jacob,Williams,Jacob Williams,Male,M,2022-12-09,Issaquah
16726,Miguel,Wood,Miguel Wood,Male,M,2022-12-26,El Cajon
16727,Charles,Johnston,Charles Johnston,Male,M,2022-05-31,Lynnwood
16728,Cole,Morris,Cole Morris,Male,M,2022-06-09,Milwaukie
16729,Tommy,Nara,Tommy Nara,Male,M,2022-08-16,Hobart
16730,Mariah,Long,Mariah Long,Female,F,2022-12-02,Rockhampton
16731,Nicole,White,Nicole White,Female,F,2022-03-03,Newton
16732,Natalie,Flores,Natalie Flores,Female,F,2022-07-19,Port Orchard
16733,Douglas,Srini,Douglas Srini,Male,M,2022-08-04,Springwood
16734,Emma,Martinez,Emma Martinez,Female,F,2022-04-29,Sydney
16735,Melissa,Hayes,Melissa Hayes,Female,F,2022-08-21,Lynnwood
16736,Kelly,Alexander,Kelly Alexander,Female,F,2022-06-15,Port Orchard
16737,Steven,Selikoff,Steven Selikoff,Female,F,2022-09-17,Burien
16738,Ramon,Lu,Ramon Lu,Male,M,2022-03-13,Hawthorne
16739,Cory,Weber,Cory Weber,Male,M,2022-03-07,Silverwater
16740,Elijah,Li,Elijah Li,Male,M,2020-01-31,Melton
16741,Alan,Xu,Alan Xu,Male,M,2020-02-01,Rhodes
16742,Mitchell,Pal,Mitchell Pal,Male,M,2020-02-22,Wollongong
16743,Ariana,Stewart,Ariana Stewart,Female,F,2020-01-29,Coffs Harbour
16744,Lacey,Guo,Lacey Guo,Female,F,2020-02-16,North Ryde
16745,Krista,Moreno,Krista Moreno,Female,F,2020-02-07,Townsville
16746,Brianna,Peterson,Brianna Peterson,Female,F,2022-02-28,Lake Oswego
16747,Alexander,Davis,Alexander Davis,Male,M,2022-06-30,Salem
16748,Patrick,Peterson,Patrick Peterson,Male,M,2022-12-08,Coronado
16749,Aaron,Coleman,Aaron Coleman,Male,M,2022-12-05,Santa Monica
16750,Seth,Sanders,Seth Sanders,Male,M,2022-03-21,Torrance
16751,Aaron,Scott,Aaron Scott,Male,M,2022-07-20,Sedro Woolley
16752,Mason,Wright,Mason Wright,Male,M,2022-08-17,Torrance
16753,Rachel,Harris,Rachel Harris,Female,F,2022-10-19,Lake Oswego
16754,Alex,Bell,Alex Bell,Male,M,2022-03-17,N. Vancouver
16755,Olivia,James,Olivia James,Female,F,2022-10-19,Redmond
16756,Richard,Allen,Richard Allen,Male,M,2022-10-16,Spokane
16757,Mackenzie,Cox,Mackenzie Cox,Female,F,2022-12-31,Portland
16758,Justin,Perry,Justin Perry,Male,M,2022-06-04,Victoria
16759,Jasmine,Bell,Jasmine Bell,Female,F,2022-10-23,San Francisco
16760,Sydney,Alexander,Sydney Alexander,Female,F,2022-03-10,Santa Monica
16761,Angel,Ward,Angel Ward,Male,M,2022-09-21,Everett
16762,Franklin,Ferrier,Franklin Ferrier,Male,M,2022-09-22,Burien
16763,Juan,Suarez,Juan Suarez,Male,M,2022-04-11,Cliffside
16764,Thomas,Davis,Thomas Davis,Male,M,2022-05-21,Newton
16765,Dalton,White,Dalton White,Male,M,2022-07-28,Yakima
16766,Summer,Arun,Summer Arun,Female,F,2022-11-04,Beverly Hills
16767,Rafael,Liu,Rafael Liu,Male,M,2022-03-14,Burbank
16768,Eduardo,Barnes,Eduardo Barnes,Male,M,2023-01-20,Concord
16769,Tyler,Walker,Tyler Walker,Male,M,2022-10-17,Downey
16770,Charles,Rogers,Charles Rogers,Male,M,2022-09-07,Lakewood
16771,Ian,Walker,Ian Walker,Male,M,2022-02-23,Cliffside
16772,Morgan,Parker,Morgan Parker,Female,F,2022-03-15,Oak Bay
16773,David,Lal,David Lal,Male,M,2022-07-08,Woodburn
16774,Eduardo,Perry,Eduardo Perry,Male,M,2022-06-15,Yakima
16775,Sarah,Russell,Sarah Russell,Female,F,2022-09-19,Colma
16776,Dalton,Lewis,Dalton Lewis,Male,M,2022-09-28,Bellingham
16777,Cameron,Simmons,Cameron Simmons,Male,M,2022-02-24,Milwaukie
16778,Blake,Hayes,Blake Hayes,Male,M,2022-10-27,Burbank
16779,Morgan,Watson,Morgan Watson,Female,F,2022-10-24,West Covina
16780,Carlos,Bailey,Carlos Bailey,Male,M,2022-09-05,Puyallup
16781,Dylan,Chen,Dylan Chen,Male,M,2022-01-29,El Cajon
16782,Lucas,Clark,Lucas Clark,Male,M,2022-10-08,Port Orchard
16783,Grace,Barnes,Grace Barnes,Female,F,2022-11-22,Tacoma
16784,Chloe,Long,Chloe Long,Female,F,2022-05-02,Haney
16785,Christian,Lee,Christian Lee,Male,M,2022-09-30,Tacoma
16786,Lucas,Reed,Lucas Reed,Male,M,2022-10-26,Los Angeles
16787,Nicole,Jackson,Nicole Jackson,Female,F,2022-11-25,Bellflower
16788,Ronnie,Gao,Ronnie Gao,Male,M,2022-04-15,Burlingame
16789,Jennifer,Harris,Jennifer Harris,Female,F,2022-12-19,Seattle
16790,Hunter,Lopez,Hunter Lopez,Male,M,2022-12-25,Portland
16791,Leonard,Yuan,Leonard Yuan,Male,M,2022-05-23,Cliffside
16792,Maria,Torres,Maria Torres,Female,F,2022-01-17,Long Beach
16793,Savannah,Hernandez,Savannah Hernandez,Female,F,2022-01-07,Santa Cruz
16794,Taylor,Cook,Taylor Cook,Female,F,2022-01-15,Redmond
16795,Regina,Garcia,Regina Garcia,Female,F,2022-11-24,Berkeley
16796,Kaitlyn,Martin,Kaitlyn Martin,Female,F,2022-05-17,Sedro Woolley
16797,Evan,Reed,Evan Reed,Male,M,2022-01-08,Walla Walla
16798,Latasha,Martin,Latasha Martin,Female,F,2022-01-16,Coronado
16799,Stephanie,Gonzales,Stephanie Gonzales,Female,F,2022-01-23,Fremont
16800,Jordan,Roberts,Jordan Roberts,Female,F,2022-06-17,Langley
16801,Jasmine,Henderson,Jasmine Henderson,Female,F,2022-09-10,Bellingham
16802,Lucas,Allen,Lucas Allen,Male,M,2022-02-17,Lynnwood
16803,Marcus,Peterson,Marcus Peterson,Male,M,2022-01-14,Puyallup
16804,Adam,Zhang,Adam Zhang,Male,M,2022-01-15,W. Linn
16805,Fernando,Allen,Fernando Allen,Male,M,2022-01-15,W. Linn
16806,Louis,Zhao,Louis Zhao,Male,M,2022-12-07,Burlingame
16807,Virginia,Suri,Virginia Suri,Female,F,2022-01-14,Chula Vista
16808,Jessica,Long,Jessica Long,Female,F,2022-09-16,Lincoln Acres
16809,Bailey,Sanders,Bailey Sanders,Female,F,2022-10-16,Redwood City
16810,Michael,Rodriguez,Michael Rodriguez,Male,M,2022-08-09,Oak Bay
16811,Luis,Zhang,Luis Zhang,Male,M,2022-02-27,Tacoma
16812,Alexa,Richardson,Alexa Richardson,Female,F,2022-02-16,Imperial Beach
16813,Carson,Diaz,Carson Diaz,Male,M,2022-11-24,Lakewood
16814,Isabella,Collins,Isabella Collins,Female,F,2022-02-03,National City
16815,Jacob,Brown,Jacob Brown,Male,M,2023-01-10,Novato
16816,Julia,Miller,Julia Miller,Female,F,2023-01-04,Redwood City
16817,Evan,Peterson,Evan Peterson,Male,M,2022-10-13,San Diego
16818,Gabrielle,Reed,Gabrielle Reed,Female,F,2022-10-07,Spring Valley
16819,Dalton,Cox,Dalton Cox,Male,M,2022-10-13,Issaquah
16820,Isabella,Gray,Isabella Gray,Female,F,2022-08-21,Port Hammond
16821,Mary,Carter,Mary Carter,Female,F,2021-07-03,Solingen
16822,Marshall,Lin,Marshall Lin,Male,M,2021-05-10,Peterborough
16823,Stacy,Ruiz,Stacy Ruiz,Female,F,2021-05-09,Liverpool
16824,Randall,Munoz,Randall Munoz,Male,M,2021-07-21,Berlin
16825,Susan,Zeng,Susan Zeng,Female,F,2022-11-17,Bottrop
16826,Roberto,Vazquez,Roberto Vazquez,Male,M,2021-08-24,Solingen
16827,Jeffery,Chen,Jeffery Chen,Male,M,2021-05-14,Wokingham
16828,Logan,Mitchell,Logan Mitchell,Male,M,2021-05-15,Oxford
16829,Wayne,Lal,Wayne Lal,Male,M,2021-05-07,Runcorn
16830,Alexandra,Hall,Alexandra Hall,Female,F,2021-08-01,Solingen
16831,Theodore,Vazquez,Theodore Vazquez,Male,M,2021-05-24,Gloucestershire
16832,Isaiah,Parker,Isaiah Parker,Male,M,2022-10-22,Renton
16833,Richard,Cooper,Richard Cooper,Male,M,2022-10-28,Glendale
16834,Morgan,Peterson,Morgan Peterson,Female,F,2022-05-26,Haney
16835,Noah,Nelson,Noah Nelson,Male,M,2022-10-12,Burien
16836,David,Thomas,David Thomas,Male,M,2022-08-16,Cliffside
16837,Elizabeth,Jackson,Elizabeth Jackson,Female,F,2022-08-04,Langford
16838,Jonathan,Griffin,Jonathan Griffin,Male,M,2022-09-30,Chula Vista
16839,Julia,Ross,Julia Ross,Female,F,2022-10-10,West Covina
16840,Xavier,Torres,Xavier Torres,Male,M,2022-05-24,Cliffside
16841,James,Turner,James Turner,Male,M,2022-02-25,Westminster
16842,Jenny,Yang,Jenny Yang,Female,F,2022-10-25,Burbank
16843,Jimmy,Ramos,Jimmy Ramos,Male,M,2022-10-27,Concord
16844,Emma,Robinson,Emma Robinson,Female,F,2022-10-22,Torrance
16845,Andrea,Adams,Andrea Adams,Female,F,2022-10-05,West Covina
16846,James,Phillips,James Phillips,Male,M,2022-02-21,Langley
16847,Eduardo,Hall,Eduardo Hall,Male,M,2022-06-14,Newton
16848,Jessica,Thomas,Jessica Thomas,Female,F,2022-01-31,Newton
16849,Jonathan,Collins,Jonathan Collins,Male,M,2022-12-04,Victoria
16850,Jessica,Jenkins,Jessica Jenkins,Female,F,2022-10-04,Spokane
16851,Kevin,Hayes,Kevin Hayes,Male,M,2022-10-23,Bellflower
16852,Kate,She,Kate She,Female,F,2022-10-15,Burlingame
16853,Christina,Bailey,Christina Bailey,Female,F,2022-12-20,Colma
16854,Seth,Adams,Seth Adams,Male,M,2022-10-04,Woodland Hills
16855,Evelyn,Srini,Evelyn Srini,Female,F,2022-10-16,Cliffside
16856,Erin,Rivera,Erin Rivera,Female,F,2022-08-28,Bremerton
16857,Lawrence,Munoz,Lawrence Munoz,Male,M,2022-05-04,Burien
16858,Jan,Lopez,Jan Lopez,Female,F,2022-12-07,Everett
16859,Jack,Kumar,Jack Kumar,Male,M,2022-10-17,Puyallup
16860,Haley,Rogers,Haley Rogers,Female,F,2022-03-12,Beverly Hills
16861,Luis,Sharma,Luis Sharma,Male,M,2023-01-13,Lakewood
16862,Timothy,Nelson,Timothy Nelson,Male,M,2023-01-13,National City
16863,Kaitlyn,Clark,Kaitlyn Clark,Female,F,2022-03-05,Beaverton
16864,Grace,Ramirez,Grace Ramirez,Female,F,2022-10-26,Yakima
16865,Jordyn,Diaz,Jordyn Diaz,Female,F,2022-10-22,Coronado
16866,Alexandra,Parker,Alexandra Parker,Female,F,2022-10-13,Grossmont
16867,Katelyn,King,Katelyn King,Female,F,2022-10-04,Redwood City
16868,Xavier,Jackson,Xavier Jackson,Male,M,2022-10-16,Spring Valley
16869,Vanessa,Patterson,Vanessa Patterson,Female,F,2022-10-04,Torrance
16870,Andrea,Morgan,Andrea Morgan,Female,F,2022-02-03,Langley
16871,Anna,Clark,Anna Clark,Female,F,2022-10-07,Santa Monica
16872,Samuel,Taylor,Samuel Taylor,Male,M,2022-10-16,Redwood City
16873,Damien,Deng,Damien Deng,Male,M,2022-07-23,Calgary
16874,Leslie,Munoz,Leslie Munoz,Female,F,2022-05-16,Concord
16875,Samantha,Diaz,Samantha Diaz,Female,F,2022-06-24,Coronado
16876,Jackson,Sharma,Jackson Sharma,Male,M,2022-04-24,Langford
16877,Katelyn,Adams,Katelyn Adams,Female,F,2022-02-15,Ballard
16878,Devin,Young,Devin Young,Male,M,2022-02-23,Corvallis
16879,Morgan,Taylor,Morgan Taylor,Female,F,2022-02-26,Milwaukie
16880,Edgar,Patel,Edgar Patel,Male,M,2022-10-24,Chula Vista
16881,Ruben,Alonso,Ruben Alonso,Male,M,2022-10-28,Colma
16882,Robert,Young,Robert Young,Male,M,2022-10-25,Milwaukie
16883,Tyler,Davis,Tyler Davis,Male,M,2023-01-05,Lakewood
16884,Richard,Miller,Richard Miller,Male,M,2022-04-06,Yakima
16885,Garrett,Cook,Garrett Cook,Male,M,2022-03-16,Salem
16886,Aidan,Flores,Aidan Flores,Male,M,2022-02-04,Portland
16887,Cody,Rivera,Cody Rivera,Male,M,2022-02-20,Lemon Grove
16888,Arianna,Hughes,Arianna Hughes,Female,F,2022-02-08,El Cajon
16889,Daniel,Rodriguez,Daniel Rodriguez,Male,M,2022-03-10,Torrance
16890,Timothy,Reed,Timothy Reed,Male,M,2022-03-14,Puyallup
16891,Natalie,Gonzales,Natalie Gonzales,Female,F,2022-11-27,National City
16892,Rebecca,Evans,Rebecca Evans,Female,F,2022-10-25,Bellflower
16893,Isaac,Howard,Isaac Howard,Male,M,2022-10-17,Walla Walla
16894,Abigail,Walker,Abigail Walker,Female,F,2022-03-07,Salem
16895,Chloe,Gonzales,Chloe Gonzales,Female,F,2022-03-19,Lemon Grove
16896,Natalie,Perez,Natalie Perez,Female,F,2022-03-16,El Cajon
16897,Lauren,Torres,Lauren Torres,Female,F,2022-03-01,Los Angeles
16898,Angel,Reed,Angel Reed,Male,M,2022-03-26,West Covina
16899,Whitney,Sanchez,Whitney Sanchez,Female,F,2022-06-16,Burien
16900,Miguel,Jones,Miguel Jones,Male,M,2022-08-17,San Diego
16901,Ricky,Munoz,Ricky Munoz,Male,M,2022-09-25,Concord
16902,Shawn,She,Shawn She,Male,M,2022-05-23,Burnaby
16903,Ian,Wright,Ian Wright,Male,M,2022-11-12,Santa Cruz
16904,Arianna,Bailey,Arianna Bailey,Female,F,2022-10-10,Grossmont
16905,Janet,Stewart,Janet Stewart,Female,F,2022-08-03,Imperial Beach
16906,Brittany,Flores,Brittany Flores,Female,F,2022-08-10,Oak Bay
16907,Sarah,Hall,Sarah Hall,Female,F,2022-10-25,National City
16908,Kristi,Patel,Kristi Patel,Female,F,2022-10-06,Burien
16909,Chloe,Walker,Chloe Walker,Female,F,2022-10-27,Long Beach
16910,Ryan,Diaz,Ryan Diaz,Male,M,2022-02-13,Cliffside
16911,Caleb,Patterson,Caleb Patterson,Male,M,2022-09-11,Everett
16912,Dalton,Patterson,Dalton Patterson,Male,M,2022-11-26,Olympia
16913,Marcus,Flores,Marcus Flores,Male,M,2022-08-23,Salem
16914,Alexandra,Campbell,Alexandra Campbell,Female,F,2022-11-28,Puyallup
16915,Mason,Phillips,Mason Phillips,Male,M,2022-11-28,Walla Walla
16916,Cheryl,Dominguez,Cheryl Dominguez,Female,F,2022-11-13,Bluffton
16917,Brett,Subram,Brett Subram,Male,M,2022-12-09,Beverly Hills
16918,Alexandria,Cox,Alexandria Cox,Female,F,2023-01-16,Tacoma
16919,Kaitlin,Sullivan,Kaitlin Sullivan,Female,F,2022-04-18,Rhodes
16920,Eduardo,Stewart,Eduardo Stewart,Male,M,2022-03-24,Torrance
16921,Edwin,Jai,Edwin Jai,Male,M,2022-05-13,Calgary
16922,Emma,Jackson,Emma Jackson,Female,F,2023-01-22,Bellingham
16923,Connor,Gonzales,Connor Gonzales,Male,M,2022-12-06,Kirkland
16924,Julia,Price,Julia Price,Female,F,2022-04-21,Concord
16925,Spencer,Patterson,Spencer Patterson,Male,M,2022-04-09,Daly City
16926,Rodney,Sanz,Rodney Sanz,Male,M,2022-05-13,Hawthorne
16927,Rebekah,Gonzalez,Rebekah Gonzalez,Female,F,2022-02-17,St. Leonards
16928,Bryan,Stewart,Bryan Stewart,Male,M,2020-02-17,Goulburn
16929,Savannah,Scott,Savannah Scott,Female,F,2020-02-14,Hobart
16930,Kristen,Zhao,Kristen Zhao,Female,F,2022-04-02,Newcastle
16931,Dalton,Lee,Dalton Lee,Male,M,2020-02-18,Brisbane
16932,Adam,King,Adam King,Male,M,2022-06-29,Billericay
16933,Donald,Arun,Donald Arun,Male,M,2022-09-20,Billericay
16934,Michele,Vazquez,Michele Vazquez,Female,F,2022-09-25,London
16935,Bruce,Perez,Bruce Perez,Male,M,2022-07-09,Maidenhead
16936,Alice,Serventi,Alice Serventi,Female,F,2022-02-18,Paris La Defense
16937,Craig,Rubio,Craig Rubio,Male,M,2021-12-16,Croix
16938,Abigail,Williams,Abigail Williams,Female,F,2021-05-11,Newcastle upon Tyne
16939,Bailey,Evans,Bailey Evans,Female,F,2022-08-22,Erlangen
16940,Jenny,Zeng,Jenny Zeng,Female,F,2021-08-12,Paderborn
16941,Amy,Yang,Amy Yang,Female,F,2022-12-07,Sulzbach Taunus
16942,Kaitlyn,Bennett,Kaitlyn Bennett,Female,F,2021-01-01,Bobigny
16943,Veronica,Garcia,Veronica Garcia,Female,F,2022-07-02,Darmstadt
16944,Alejandro,Raji,Alejandro Raji,Male,M,2021-08-01,Paderborn
16945,Brianna,Kelly,Brianna Kelly,Female,F,2021-05-27,Gateshead
16946,Teresa,Diaz,Teresa Diaz,Female,F,2021-06-01,York
16947,Savannah,Stewart,Savannah Stewart,Female,F,2022-04-16,Santa Cruz
16948,Emma,Lee,Emma Lee,Female,F,2022-04-04,Shawnee
16949,Luis,Flores,Luis Flores,Male,M,2022-04-20,Lemon Grove
16950,Connor,Edwards,Connor Edwards,Male,M,2022-04-30,Metchosin
16951,Cassidy,Bennett,Cassidy Bennett,Female,F,2022-04-03,Everett
16952,Thomas,Martin,Thomas Martin,Male,M,2022-05-29,Newton
16953,Paige,Ward,Paige Ward,Female,F,2022-02-02,El Cajon
16954,Fernando,Davis,Fernando Davis,Male,M,2023-01-12,Bellingham
16955,Nathaniel,Bradley,Nathaniel Bradley,Male,M,2022-06-28,Metchosin
16956,Austin,Flores,Austin Flores,Male,M,2022-04-11,Yakima
16957,Seth,Wilson,Seth Wilson,Male,M,2022-12-21,Tacoma
16958,Pedro,Torres,Pedro Torres,Male,M,2022-02-11,Cliffside
16959,Carson,Foster,Carson Foster,Male,M,2022-03-07,Royal Oak
